x_min,y_min,x_max,y_max,class_id,confidence,tracker_id,class_name,frame_index
478.59344,524.6844,518.945,573.3688,0,0.5787938,26,person,4
1143.1641,213.5757,1170.4941,263.1701,0,0.5425925,30,person,4
822.3034,121.34868,841.3451,161.18954,0,0.53090656,28,person,4
1041.622,195.92555,1074.3623,241.05304,0,0.4818486,31,person,4
644.9026,317.31436,701.3154,347.25598,0,0.46163806,21,person,4
927.5379,159.25417,953.24023,202.24013,0,0.42415085,24,person,4
476.19672,439.8952,496.4353,484.8096,0,0.379575,22,person,4
556.6422,263.81207,570.79346,307.7028,0,0.34871045,7,person,4
842.3509,401.2797,873.45105,480.00995,0,0.90054375,1,person,5
644.6523,269.45343,669.8989,331.22403,0,0.85549784,4,person,5
355.72845,476.10675,391.9387,539.41797,0,0.8548968,2,person,5
585.57544,238.82703,610.7591,292.47705,0,0.83589005,3,person,5
491.90808,363.46875,522.8809,431.32053,0,0.8163623,8,person,5
251.54016,345.757,277.62787,416.31772,0,0.8132949,14,person,5
53.635128,150.24202,69.06193,194.94266,0,0.7942572,6,person,5
227.3912,283.8724,246.67986,336.289,0,0.7848607,11,person,5
63.972805,446.7826,98.984116,526.2736,0,0.7723888,27,person,5
63.524723,276.57358,95.59003,332.7265,0,0.75406337,10,person,5
659.7912,270.87573,685.1047,327.52954,0,0.7430352,5,person,5
307.27835,107.56397,325.92566,152.32135,0,0.7379376,9,person,5
597.38715,240.71252,620.19977,287.85602,0,0.73418283,12,person,5
159.40678,46.488365,177.22997,80.83867,0,0.71600145,13,person,5
203.90639,282.52533,225.8729,333.83276,0,0.71291155,17,person,5
687.6958,443.12302,726.2506,552.3376,0,0.7067465,20,person,5
797.5649,555.9408,849.5249,613.49255,0,0.69699126,23,person,5
645.70325,320.05606,704.84845,348.71048,0,0.683065,21,person,5
338.88492,327.31677,366.33182,381.78662,0,0.68125516,15,person,5
162.71906,17.83208,176.04597,49.213688,0,0.67736757,19,person,5
619.88226,556.0667,657.97815,626.43634,0,0.6595276,25,person,5
229.41731,49.42431,245.57748,84.79588,0,0.62034935,29,person,5
852.6999,468.237,903.4714,500.04166,0,0.60801864,16,person,5
719.1566,584.04895,751.3557,639.90466,0,0.5701714,18,person,5
478.5508,524.6955,518.8865,573.4451,0,0.5636298,26,person,5
1143.1583,213.6022,1170.5681,263.19046,0,0.5530889,30,person,5
822.3001,121.36606,841.35284,161.06506,0,0.5470329,28,person,5
514.7007,528.7817,550.6578,582.6574,0,0.5440851,32,person,5
1041.6453,195.80191,1074.4397,241.08528,0,0.49902105,31,person,5
927.5365,159.2786,953.227,202.24553,0,0.43089044,24,person,5
558.43207,263.86438,574.8119,309.7043,0,0.40512326,7,person,5
475.9971,439.89038,496.5644,484.85245,0,0.393576,22,person,5
843.431,402.5704,874.4955,480.06683,0,0.89348745,1,person,6
648.9694,269.2589,672.4182,332.31207,0,0.86363643,4,person,6
493.287,364.5306,524.5522,431.94653,0,0.8635783,8,person,6
587.0769,239.30388,615.05585,291.8443,0,0.86018974,3,person,6
355.73056,476.11786,391.90286,539.3589,0,0.8570104,2,person,6
251.46915,344.9835,278.3206,415.8627,0,0.8060327,14,person,6
55.259033,149.80838,72.45498,196.41211,0,0.78751963,6,person,6
305.31137,107.69232,326.03397,153.00372,0,0.78745776,9,person,6
227.42636,283.8589,246.62958,336.1733,0,0.78566825,11,person,6
661.0325,272.09198,687.8508,328.9424,0,0.7850378,5,person,6
63.935623,446.77628,98.98816,526.2657,0,0.77502435,27,person,6
63.524086,276.56702,95.6389,332.74905,0,0.75716907,10,person,6
159.7623,45.999237,177.75699,81.188484,0,0.72473603,13,person,6
203.90703,282.52844,225.91264,333.82886,0,0.7193922,17,person,6
797.5286,555.9007,849.5221,614.2184,0,0.71528786,23,person,6
687.6893,443.2142,726.19617,552.26624,0,0.7091263,20,person,6
339.04318,327.20453,366.2712,382.0522,0,0.7007596,15,person,6
600.24255,240.73267,621.2622,287.49506,0,0.68609864,12,person,6
559.0174,264.1979,580.4187,308.9778,0,0.6798072,7,person,6
654.8429,322.69562,707.5758,349.99203,0,0.6715484,21,person,6
162.07893,16.769697,176.77718,49.433525,0,0.6650558,19,person,6
619.5775,555.9082,658.0097,627.2841,0,0.6498672,25,person,6
851.37585,470.2604,905.53174,501.4517,0,0.6360521,16,person,6
229.2109,49.52368,245.45734,84.60232,0,0.5961996,29,person,6
514.64404,528.78253,550.6539,582.6578,0,0.5650371,32,person,6
1143.1327,213.62146,1170.5022,263.16714,0,0.5625278,30,person,6
822.33575,121.38396,841.3373,160.90327,0,0.5550518,28,person,6
718.61346,583.45636,751.2374,641.43604,0,0.5503783,18,person,6
478.5332,524.7004,518.77454,573.24915,0,0.54418385,26,person,6
1041.6338,195.94171,1074.4355,241.09956,0,0.5188959,31,person,6
927.5821,159.2747,953.1999,202.25035,0,0.4482995,24,person,6
475.90497,439.90582,496.6205,484.8651,0,0.37959814,22,person,6
843.30634,403.5155,874.8604,480.4176,0,0.8881336,1,person,7
493.6991,364.01974,525.20276,433.47137,0,0.8698451,8,person,7
587.39435,239.69157,614.42645,291.31818,0,0.8602493,3,person,7
355.73672,476.12485,391.89117,539.342,0,0.8562251,2,person,7
651.45526,269.3754,672.5839,332.724,0,0.8466507,4,person,7
56.096302,149.7739,77.00627,196.36942,0,0.8150276,6,person,7
304.81985,108.1689,325.849,153.54033,0,0.8112708,9,person,7
251.45377,344.36993,278.96924,415.2534,0,0.8054246,14,person,7
227.41533,283.9138,246.5497,336.06433,0,0.78414524,11,person,7
663.3179,272.35913,688.2868,329.45572,0,0.77520585,5,person,7
64.0559,446.78723,98.96883,526.25824,0,0.77373505,27,person,7
160.35268,45.885666,178.3067,81.20285,0,0.7565743,13,person,7
63.542442,276.57864,95.30948,332.62347,0,0.7511376,10,person,7
203.91634,282.52704,225.90344,333.74792,0,0.7213864,17,person,7
338.87277,327.15833,366.18393,382.3585,0,0.7205179,15,person,7
797.54297,555.89246,849.50757,613.97314,0,0.7089116,23,person,7
687.70776,443.25653,726.12665,552.2309,0,0.70718193,20,person,7
602.14874,240.65204,622.23254,286.25452,0,0.7050148,12,person,7
656.60297,322.58038,709.96277,350.6843,0,0.6842566,21,person,7
619.9287,555.96967,657.8219,626.64124,0,0.6669969,25,person,7
851.04175,471.6104,906.3289,502.74228,0,0.66639596,16,person,7
162.07019,17.291178,176.65477,49.456413,0,0.6525538,19,person,7
559.1394,263.9772,582.16364,308.21515,0,0.6003633,7,person,7
229.30417,49.516457,245.43005,84.41905,0,0.5936261,29,person,7
1143.1458,213.62639,1170.5122,263.16183,0,0.5686431,30,person,7
743.2311,155.20686,762.6935,203.87909,0,0.56678456,33,person,7
822.35205,121.37964,841.334,161.02356,0,0.5643584,28,person,7
478.53082,524.6954,519.16504,573.3491,0,0.54552406,26,person,7
514.60504,528.7865,550.6194,582.6834,0,0.5399949,32,person,7
718.94226,583.0656,751.1004,641.0354,0,0.5326602,18,person,7
1041.6372,195.94003,1074.4244,241.09094,0,0.51669466,31,person,7
283.385,29.819126,301.25784,72.259964,0,0.46417496,34,person,7
927.64575,159.2677,953.24347,202.23796,0,0.4455027,24,person,7
476.0968,439.9126,496.51547,484.82346,0,0.39877883,22,person,7
843.5957,404.1864,875.5445,480.59827,0,0.8867797,1,person,8
587.42554,239.4698,615.2318,291.67056,0,0.8639423,3,person,8
494.20602,364.67053,526.4213,433.55597,0,0.86319005,8,person,8
653.10345,269.86182,674.3674,332.36588,0,0.86142886,4,person,8
355.79053,476.1203,391.90585,539.82697,0,0.85095847,2,person,8
56.48664,149.7289,78.67473,195.357,0,0.83827674,6,person,8
251.44035,344.0081,281.7158,414.98083,0,0.81169105,14,person,8
304.25372,108.37485,324.6966,153.71078,0,0.8078292,9,person,8
227.42566,283.88644,246.6582,336.0977,0,0.7797123,11,person,8
63.539967,276.56903,95.63046,332.7187,0,0.75403583,10,person,8
63.98719,446.85028,98.79121,524.9605,0,0.75362146,27,person,8
604.429,241.04187,623.49835,286.25552,0,0.75259155,12,person,8
664.4267,272.40045,688.93823,329.03168,0,0.750179,5,person,8
338.90866,327.1212,366.2066,382.58905,0,0.73123884,15,person,8
203.91821,282.45746,225.92862,333.82605,0,0.7231529,17,person,8
160.69398,45.581787,178.42305,80.73403,0,0.71204406,13,person,8
657.3784,322.41397,711.08026,351.6654,0,0.71036416,21,person,8
687.7064,443.1766,726.2353,552.3128,0,0.70421183,20,person,8
797.53186,555.88367,849.5053,613.74036,0,0.7015916,23,person,8
619.983,555.9845,657.7861,626.42114,0,0.652497,25,person,8
851.4639,472.28897,907.51495,503.63556,0,0.6466324,16,person,8
161.99825,16.875305,176.62349,49.765892,0,0.63523626,19,person,8
559.63947,264.10928,583.85376,308.55676,0,0.6262854,7,person,8
229.5516,49.461494,245.38115,84.20195,0,0.56559527,29,person,8
1143.1498,213.61018,1170.4847,263.16107,0,0.5577391,30,person,8
514.8459,528.8143,550.6408,582.80994,0,0.5549615,32,person,8
822.33075,121.362,841.34216,161.15128,0,0.548859,28,person,8
190.30788,26.85334,205.63327,60.752846,0,0.52599967,35,person,8
1041.667,195.89757,1074.4636,241.13965,0,0.52343225,31,person,8
478.48383,524.6698,519.2463,572.8007,0,0.5216064,26,person,8
177.87343,22.842913,193.8445,62.087517,0,0.47524023,36,person,8
719.5271,583.23035,751.6247,640.6,0,0.47034413,18,person,8
283.377,29.817947,301.34756,72.34034,0,0.45581016,34,person,8
927.5602,159.26868,953.2138,202.20987,0,0.4273615,24,person,8
743.1283,155.0139,763.1537,203.97372,0,0.37623954,33,person,8
476.03815,439.88943,496.5531,484.83093,0,0.37472758,22,person,8
844.2411,407.2332,876.4258,483.83994,0,0.8928443,1,person,9
495.37357,365.8683,528.0872,434.23584,0,0.8684432,8,person,9
57.26334,150.1642,82.62515,195.2277,0,0.86640894,6,person,9
589.20996,239.01744,616.1085,291.51913,0,0.863719,3,person,9
656.26154,270.11377,676.5827,332.82343,0,0.85366315,4,person,9
355.7881,476.10837,391.91638,539.87695,0,0.8526847,2,person,9
251.61319,343.52954,284.2995,415.2774,0,0.8299633,14,person,9
303.45712,108.34449,322.7645,153.2708,0,0.81715184,9,person,9
666.8044,272.45624,690.8445,330.5886,0,0.79438984,5,person,9
227.43509,283.88074,246.6826,336.1637,0,0.7767406,11,person,9
606.8066,241.15004,627.054,287.7188,0,0.7705041,12,person,9
63.54117,276.55426,95.60654,332.88446,0,0.7498637,10,person,9
63.82409,446.82068,98.841156,525.05005,0,0.74257886,27,person,9
338.96887,327.10205,366.03192,382.46375,0,0.7232361,15,person,9
203.91594,282.44318,225.95538,333.91177,0,0.7231672,17,person,9
660.85,323.05673,714.486,352.1269,0,0.71689,21,person,9
687.6891,443.0807,726.44037,552.49896,0,0.7050837,20,person,9
797.5499,555.8502,849.51013,613.8927,0,0.70323515,23,person,9
160.88077,45.321655,178.97974,81.0294,0,0.63290125,13,person,9
619.5271,556.1297,658.17334,627.22644,0,0.6294192,25,person,9
561.4039,264.4749,586.8222,309.3261,0,0.6223549,7,person,9
229.7992,49.12697,245.52335,83.596596,0,0.6031614,29,person,9
161.61044,16.833847,176.24994,49.684406,0,0.59335965,19,person,9
514.34784,528.8342,550.5983,582.7161,0,0.56798226,32,person,9
1143.1475,213.59929,1170.5085,263.15482,0,0.55824316,30,person,9
852.48566,474.64316,909.6097,506.70764,0,0.55625606,16,person,9
822.3296,121.352325,841.3351,161.26787,0,0.53921384,28,person,9
190.35919,26.36393,206.54504,61.64205,0,0.5247276,35,person,9
1041.6536,195.90294,1074.4512,241.13196,0,0.5232005,31,person,9
478.4899,524.6791,519.38,573.9636,0,0.49878335,26,person,9
928.73035,159.31706,953.0304,202.15332,0,0.4956576,24,person,9
177.11089,22.773827,193.8913,62.87075,0,0.49021563,36,person,9
283.3228,29.716827,302.12964,72.299736,0,0.43029466,34,person,9
476.07654,439.97754,496.41678,484.8177,0,0.34387743,22,person,9
844.4248,409.80142,879.06177,487.99893,0,0.8886063,1,person,10
592.23425,238.95532,617.4086,291.94974,0,0.8694401,3,person,10
658.43475,270.8005,679.6387,332.46,0,0.8628828,4,person,10
58.421066,150.09767,84.51017,194.49948,0,0.8619194,6,person,10
355.78522,476.09735,391.92157,539.9168,0,0.85218745,2,person,10
251.86455,343.013,284.44638,414.81046,0,0.8425902,14,person,10
673.1161,272.62408,692.197,330.24512,0,0.82439166,5,person,10
302.29282,108.702415,321.23834,154.05267,0,0.79067934,9,person,10
495.37875,366.6476,529.87933,433.40173,0,0.7787317,8,person,10
227.46588,283.88425,246.72789,336.1316,0,0.7663538,11,person,10
63.552284,276.55032,95.6801,332.89874,0,0.7482772,10,person,10
608.3646,242.13179,630.2697,286.2968,0,0.7409883,12,person,10
339.2805,327.57065,366.8135,381.09012,0,0.731684,15,person,10
63.665573,446.81232,98.969734,525.2563,0,0.7243398,27,person,10
203.92807,282.44208,225.93588,333.90152,0,0.719657,17,person,10
661.1077,323.5654,717.07715,353.20978,0,0.7129794,21,person,10
797.5371,555.8419,849.5084,613.80255,0,0.70430726,23,person,10
687.70013,442.9696,726.5227,552.4685,0,0.7036628,20,person,10
161.77089,44.72014,179.40407,81.33744,0,0.6862078,13,person,10
619.89514,556.12976,657.79443,626.1844,0,0.6186425,25,person,10
161.72432,17.597282,175.6609,49.20164,0,0.610935,19,person,10
564.9279,264.49048,583.9234,307.29022,0,0.5932434,7,person,10
229.50732,49.48294,245.69656,84.18759,0,0.5456221,29,person,10
1143.1805,213.59119,1170.458,263.13916,0,0.5413736,30,person,10
478.50427,524.68506,519.30566,573.8746,0,0.5312245,26,person,10
822.3323,121.3443,841.3309,161.33444,0,0.531106,28,person,10
1041.6788,195.89604,1074.4402,241.12502,0,0.517416,31,person,10
719.82135,582.3505,751.63025,640.1419,0,0.5154987,18,person,10
177.33379,23.339813,194.12486,62.647507,0,0.48338002,36,person,10
927.85364,159.26724,953.27594,202.19838,0,0.4676999,24,person,10
283.37015,29.72068,302.3329,71.940445,0,0.42495352,34,person,10
854.2147,476.86298,910.912,507.7621,0,0.3906052,16,person,10
190.65973,26.189945,207.12445,61.868423,0,0.38142735,35,person,10
476.28214,440.1396,496.2854,484.75,0,0.31340727,22,person,10
514.32,528.8182,550.6026,582.64655,0,0.2678768,32,person,10
845.1038,411.42517,881.148,489.5044,0,0.8982586,1,person,11
495.1729,366.83774,530.67,433.6388,0,0.8775575,8,person,11
59.051094,150.43242,85.816,194.33522,0,0.85972625,6,person,11
355.78833,476.0693,391.94446,539.8846,0,0.8564651,2,person,11
251.85721,342.8379,285.8625,414.43353,0,0.8557903,14,person,11
659.70667,271.22534,682.56714,333.53253,0,0.8375749,4,person,11
675.34894,273.0438,692.93713,328.85175,0,0.8177035,5,person,11
301.62027,108.96837,320.4384,153.94406,0,0.7927782,9,person,11
227.04463,283.8979,246.66377,336.06326,0,0.7733553,11,person,11
63.565887,276.55734,95.502045,332.87506,0,0.7444106,10,person,11
595.0679,239.19353,617.89685,290.8154,0,0.73514646,3,person,11
162.10866,44.272346,179.7006,80.96745,0,0.72802764,13,person,11
203.90813,282.44553,225.98557,333.77954,0,0.71701336,17,person,11
339.28336,327.5814,366.79004,381.00015,0,0.7165173,15,person,11
661.28644,323.61517,718.49164,353.2339,0,0.7159864,21,person,11
687.7115,442.95288,726.5657,552.4646,0,0.702009,20,person,11
797.5432,555.851,849.5001,613.39886,0,0.6993274,23,person,11
608.73315,242.00421,631.9305,285.76727,0,0.6885488,12,person,11
63.363697,446.79013,98.81578,525.33527,0,0.66875756,27,person,11
161.8056,17.757524,175.16553,48.95532,0,0.64463025,19,person,11
620.2173,556.1345,657.80505,626.1172,0,0.6020463,25,person,11
719.1371,582.2771,751.3256,638.91986,0,0.588896,18,person,11
478.56213,524.71814,519.8444,573.40045,0,0.57317454,26,person,11
1143.195,213.58455,1170.4775,263.13754,0,0.53696585,30,person,11
822.3545,121.34384,841.32007,161.34639,0,0.529051,28,person,11
514.35443,528.9123,550.6468,581.73926,0,0.5258557,32,person,11
1041.6855,195.89131,1074.4366,241.11551,0,0.51152873,31,person,11
229.48871,49.785305,245.4152,84.20431,0,0.48130992,29,person,11
927.8459,159.26224,953.28253,202.18404,0,0.45620728,24,person,11
567.5686,264.54462,584.79803,307.97873,0,0.44077927,7,person,11
177.53278,24.602013,194.0672,62.04316,0,0.43297106,36,person,11
283.42575,29.773003,302.24518,71.856,0,0.41327843,34,person,11
855.25366,477.1207,911.7583,509.1678,0,0.3219054,16,person,11
190.57826,27.098457,208.2727,61.600037,0,0.32016864,35,person,11
476.13504,440.09027,496.36472,484.7711,0,0.3074168,22,person,11
846.49255,413.55753,882.2003,489.11752,0,0.9061121,1,person,12
496.07977,366.76813,532.13824,433.0178,0,0.88913995,8,person,12
252.26685,342.9477,286.998,411.95114,0,0.8706779,14,person,12
60.320198,149.33983,86.242035,194.56908,0,0.8504766,6,person,12
660.2545,272.26538,690.4311,336.25043,0,0.8434693,4,person,12
355.85135,475.97583,391.63046,539.2275,0,0.8358474,2,person,12
677.9654,273.55923,697.8133,330.6458,0,0.82466114,5,person,12
600.99316,238.39314,621.2823,289.34586,0,0.82373416,3,person,12
300.04892,108.79872,319.42722,156.48509,0,0.79532504,9,person,12
227.6151,283.95007,246.4328,336.0103,0,0.7887961,11,person,12
797.42035,555.85394,849.81274,608.19403,0,0.7792875,23,person,12
687.8977,442.63617,731.7005,555.084,0,0.77223533,20,person,12
203.95744,282.66214,226.42194,333.8884,0,0.7687296,17,person,12
163.29884,44.07753,179.8132,79.55749,0,0.7458236,13,person,12
339.14517,327.5758,366.09903,380.30298,0,0.74162626,15,person,12
65.05673,447.856,98.04532,524.24316,0,0.74050045,27,person,12
611.9593,242.67358,634.55597,287.45685,0,0.73062855,12,person,12
63.54152,276.5604,95.74825,332.75964,0,0.72518414,10,person,12
573.6753,264.6761,587.69293,307.1917,0,0.7108074,7,person,12
621.2054,556.2709,657.7337,625.7745,0,0.7098732,25,person,12
662.7326,324.61545,721.80237,353.70157,0,0.6670974,21,person,12
930.07574,159.14665,952.227,201.62753,0,0.62489885,24,person,12
478.63086,524.8464,518.8243,574.4142,0,0.60932237,26,person,12
718.67706,581.9062,750.81824,637.3091,0,0.60808897,18,person,12
161.39412,18.123075,175.14137,48.777416,0,0.5769739,19,person,12
1042.5662,195.44252,1074.1547,241.0334,0,0.5682757,31,person,12
515.31683,529.0286,550.45514,582.16254,0,0.56226057,32,person,12
178.83237,28.396519,194.47278,62.650787,0,0.55307066,36,person,12
228.35634,47.645912,244.62831,84.845184,0,0.5354726,29,person,12
192.25835,27.941742,208.02036,61.22612,0,0.53336436,35,person,12
531.25916,372.87946,561.33276,418.77084,0,0.52467704,37,person,12
1143.1991,213.49683,1170.5757,263.6176,0,0.4593769,30,person,12
283.85257,30.62864,300.689,70.17368,0,0.4253411,34,person,12
863.8402,483.23807,913.153,511.65723,0,0.3869866,16,person,12
822.3074,122.13051,841.9689,161.40771,0,0.36033484,28,person,12
473.96814,438.79645,497.8846,484.86768,0,0.27884996,22,person,12
847.7111,414.4041,888.8824,490.96317,0,0.88937247,1,person,13
497.27087,367.61743,533.10187,434.55313,0,0.8884314,8,person,13
252.53058,342.4538,286.95547,410.905,0,0.8753261,14,person,13
660.7948,273.14484,691.1074,335.45868,0,0.86165476,4,person,13
299.6259,110.486404,318.60797,156.54715,0,0.84191686,9,person,13
63.146557,148.66817,86.25619,194.90302,0,0.8383888,6,person,13
355.79242,475.96503,391.6305,539.2232,0,0.835506,2,person,13
680.1994,274.61847,703.4115,330.8526,0,0.8285767,5,person,13
604.2624,239.29005,622.35205,288.63297,0,0.799802,3,person,13
227.62408,283.94995,246.15565,335.81027,0,0.78966624,11,person,13
797.42505,555.7818,849.8392,608.219,0,0.7768074,23,person,13
687.89575,442.62088,731.648,555.0041,0,0.76961225,20,person,13
573.96954,264.78745,590.78656,307.6043,0,0.7692248,7,person,13
203.96114,282.65622,226.39569,333.86157,0,0.76540166,17,person,13
164.7511,43.70419,180.66092,79.55578,0,0.74791205,13,person,13
63.540375,276.53323,95.90742,332.8138,0,0.7306976,10,person,13
338.61447,327.30383,365.63226,382.17743,0,0.7187097,15,person,13
621.01154,556.3129,657.745,626.4524,0,0.71549886,25,person,13
62.485054,448.0056,97.953964,524.1238,0,0.694979,27,person,13
930.0854,159.16296,952.2127,201.61026,0,0.6237506,24,person,13
179.44061,27.42376,194.87534,63.998413,0,0.6150951,36,person,13
161.43707,17.180296,175.46333,48.783566,0,0.61374754,19,person,13
478.60928,524.81915,518.8173,574.4945,0,0.60807973,26,person,13
614.586,242.2843,635.52563,286.5627,0,0.58069754,12,person,13
515.4899,528.99554,550.4796,582.2145,0,0.55664784,32,person,13
193.12286,28.07861,208.83942,61.42826,0,0.5532372,35,person,13
859.81934,482.59503,916.37634,514.0576,0,0.5532249,16,person,13
718.67883,581.86115,751.1731,637.57806,0,0.549079,18,person,13
1042.555,195.42139,1074.1365,240.96718,0,0.5330362,31,person,13
228.15918,47.50567,244.68813,84.769104,0,0.5077561,29,person,13
530.9718,372.81332,561.53076,420.34225,0,0.4920654,37,person,13
662.40906,325.06696,723.3585,354.50653,0,0.44935414,21,person,13
1143.1846,213.4952,1170.5845,263.59982,0,0.43843943,30,person,13
283.78717,30.445248,302.25043,70.47536,0,0.3628159,34,person,13
822.323,122.125275,841.94855,161.35405,0,0.3607162,28,person,13
473.98816,439.00848,497.73212,484.85556,0,0.26946065,22,person,13
848.6452,415.12335,890.47723,492.2575,0,0.90095556,1,person,14
498.57706,368.2363,533.61633,434.08328,0,0.89197135,8,person,14
252.48285,342.1024,286.8368,410.54947,0,0.8719396,14,person,14
661.2721,273.51474,693.9542,339.3253,0,0.86201733,4,person,14
355.79004,475.967,391.66238,538.81396,0,0.83822817,2,person,14
605.93274,239.78801,624.2671,291.59555,0,0.8374273,3,person,14
681.5012,275.16284,704.68195,330.82373,0,0.8316329,5,person,14
298.60913,111.018715,318.24792,157.18365,0,0.8307903,9,person,14
66.83756,148.65985,85.4516,193.39673,0,0.8185649,6,person,14
227.6684,283.9663,246.28793,335.85382,0,0.78955626,11,person,14
797.42993,555.8297,849.8218,608.0944,0,0.781043,23,person,14
574.2101,264.8801,593.542,309.15094,0,0.77977824,7,person,14
165.41507,43.48891,180.95567,79.27253,0,0.773805,13,person,14
203.94867,282.66217,226.49774,334.01456,0,0.76853323,17,person,14
687.9026,442.60822,731.3732,554.7924,0,0.7662576,20,person,14
62.36258,448.2745,97.968254,523.982,0,0.7381469,27,person,14
338.59103,327.26196,365.79172,382.2506,0,0.7353972,15,person,14
63.539787,276.53998,95.6703,332.65994,0,0.7285875,10,person,14
620.925,556.37354,657.7839,625.9571,0,0.7210905,25,person,14
617.0278,241.716,636.9447,285.96225,0,0.63320714,12,person,14
930.0626,159.14745,952.23444,201.63011,0,0.62420154,24,person,14
478.61688,524.8385,518.7737,574.4269,0,0.6094441,26,person,14
179.5861,27.820053,195.15433,64.16486,0,0.5959027,36,person,14
193.8837,28.47076,209.25766,61.464706,0,0.58992445,35,person,14
515.5587,529.066,550.47266,582.18933,0,0.5701773,32,person,14
718.6691,581.8692,751.08704,637.6207,0,0.55704445,18,person,14
860.1846,484.26382,919.29236,515.0881,0,0.55040646,16,person,14
161.08046,16.488932,175.60187,48.622356,0,0.54323375,19,person,14
1042.5791,195.44373,1074.1519,240.97292,0,0.533465,31,person,14
531.08344,372.7802,561.43524,420.34732,0,0.50083697,37,person,14
663.0388,326.28488,723.94525,354.6977,0,0.4798743,21,person,14
228.15536,47.373833,244.5546,84.27744,0,0.47210506,29,person,14
1143.3064,213.49559,1170.5771,263.65988,0,0.4283321,30,person,14
822.3363,122.12692,841.94336,161.38205,0,0.36825302,28,person,14
283.74078,30.346497,302.54544,70.78659,0,0.3547873,34,person,14
473.8182,438.8882,497.92664,484.8662,0,0.338161,22,person,14
849.9034,416.3911,890.7803,492.08603,0,0.8938322,1,person,15
500.32397,368.95673,534.3608,438.15002,0,0.88512665,8,person,15
663.5105,274.21042,693.59595,338.4827,0,0.8740798,4,person,15
297.49725,111.36041,316.92758,157.50708,0,0.8466045,9,person,15
252.58098,342.42804,285.21368,410.30927,0,0.8451202,14,person,15
355.79532,475.97754,391.66647,538.7359,0,0.83947825,2,person,15
684.5287,276.15176,708.6574,331.24792,0,0.83772,5,person,15
